,severity,description
34530,3,At Robert Parker Coffin Rd - Accident.
34531,3,At Fullerton Ave/Exit 47A - Accident.
34532,3,At Argyle St - Accident.
34533,2,At I-90/Toll Rd/Exit 262 - Accident.
34534,3,At IL-53/Biesterfield Rd/Exit 4 - Accident.
34535,2,At Touhy Ave/Exit 39 - Accident.
34536,2,At 17th Ave/Exit 19A - Accident.
34537,2,At IL-72/Lee St - Accident.
34538,4,Closed at I-294/Exit 15A - Road closed due to accident.
34539,4,Closed at I-294/Exit 15A - Road closed due to accident. 2 left lanes blocked. emergency vehicles at scene.
34540,3,At IL-59 - Accident.
34541,3,At IL-50/Cicero Ave - Accident.
34542,3,At W Chicago Ave - Accident.
34543,3,At Battershall Dr - Accident.
34544,3,At CR-17/CR-A9/W Wadsworth Rd - Accident.
34545,3,At IL-21/Milwaukee Ave/N Riverside Dr - Accident.
34546,3,At Cr-a20 - Accident.
34547,3,At Park Ave W - Accident.
34548,3,At California Ave/Exit 27B - Accident.
34549,3,At I-290/US-20/IL-64 - Accident.
34550,3,At W Madison St - Accident.
34551,3,At IL-38/Roosevelt Rd - Accident.
34552,3,At Beverly Rd - Accident. Right lane blocked.
34553,3,At Adams St/Exit 51F - Accident.
34554,3,At US-12/US-20/95th St/Exit 62 - Accident.
34555,3,At Morgan St/Exit 29B - Accident.
34556,2,At Grant St/Exit 9 - Accident.
34557,3,Ramp to Exit 292B - Accident.
34558,4,Closed between I-55/Stevenson Expy/Exit 53C and 31st St/Exit 54 - Road closed due to accident.
34559,4,At I-55/Stevenson Expy/Exit 53B - Accident.
34560,4,Closed between 18th St/Exit 52C and I-55/Stevenson Expy/Exit 53B - Road closed due to accident.
34561,2,At Montrose Ave/Exit 43C - Accident.
34562,4,Closed at CR-42/CR-A46/W Cuba Rd - Road closed due to accident.
34563,4,Closed at IL-50/N Cicero Ave - Road closed due to accident.
34564,4,Closed at Kostner Ave - Road closed due to accident.
34565,2,At OHare Oasis - Accident.
34566,3,At 75th St/Exit 60A - Accident.
34567,2,Between US-12/US-20/95th St and IL-50/Cicero Ave - Accident.
34568,2,At IL-22/Half Day Rd - Accident.
34569,2,At IL-83/Kingery Hwy - Accident.
34570,2,Between 31st St/Exit 54 and I-55/Stevenson Expy/Exit 53C - Accident. Left lane blocked.
34571,3,Between Roosevelt Rd and Exit 51H - Accident.
34572,3,At IL-64/North Ave/Exit 48B - Accident.
34573,3,At Cr-a10 - Accident.
34574,3,At Dixie Hwy - Accident. Right lane blocked.
34575,3,At IL-59 - Accident.
34576,3,At Cr-w12 - Accident.
34577,3,At Lake Cook Rd - Accident.
34578,3,Ramp to Division St/Exit 49A - Accident.
34579,3,At Armitage Ave/Exit 48A - Accident.
34580,3,At Central Ave - Accident.
34581,2,At Touhy Ave/Exit 39 - Accident.
34582,3,At Montrose Ave - Accident.
34583,3,At W Pershing Rd - Accident.
34584,3,At I-80/I-294 - Accident.
34585,3,At 35th St/Exit 55A - Accident.
34586,2,At 47th St/Exit 56B - Accident.
34587,4,Closed between IL-50/Cicero Ave/Exit 24B and Kostner Ave/Exit 25 - Road closed due to accident.
34588,2,At US-12/US-20/95th St/Exit 62 - Accident.
34589,4,Closed between 83rd St/Exit 61A/Exit 61B and US-12/US-20/95th St/Exit 62 - Road closed due to accident. Construction work. Hard shoulder blocked.
34590,2,At 115th St/Exit 66B - Accident.
34591,2,At Talcott Rd - Accident.
34592,2,At Greenwood Ave - Accident.
34593,2,At N Quentin Rd - Accident.
34594,2,At US-14/Northwest Hwy - Accident.
34595,3,Between 87th St/Exit 61B and 83rd St/Exit 61A - Accident.
34596,3,Between I-90/I-94 Eastern Split and 63rd St/Exit 58B - Accident.
34597,2,At 47th St/Exit 56B - Accident.
34598,3,At 47th St/Exit 56B - Accident.
34599,3,Between Canalport Ave/Cermak Rd/Exit 53 and I-55/Stevenson Expy/Exit 53B - Accident.
34600,4,At 71st St/Exit 59C (East) - Accident.
34601,3,Between IL-64/North Ave/Exit 48B and Division St/Exit 49A - Accident.
34602,2,At Boughton Rd - Accident.
34603,2,At Deerpath Rd - Accident. Lane blocked.
34604,4,Closed between Garfield Blvd/Exit 57B and 51st St/Exit 57A - Road closed due to accident.
34605,3,At IL-72/Higgins Rd - Accident. Overturned vehicle.
34606,4,Closed at 56th St - Road closed due to accident.
34607,3,At N Milwaukee Ave/N Kimball Ave - Accident.
34608,3,Ramp to I-355 (North) - Accident.
34609,3,Ramp to I-88/Ronald Reagan Memorial Tollway - Accident.
34610,3,Between Barrington Rd and IL-59 - Accident. in the left lane.
34611,3,At IL-171/Exit 282 - Accident.
34612,3,At Archer Ave - Accident.
34613,2,At US-6/IN-51/Ripley St/Exit 15 - Accident.
34614,3,At IN-912/Cline Ave/Exit 5 - Accident.
34615,2,At IL-19/Irving Park Rd - Accident.
34616,4,Closed between St Lawrence Ave and State St - Road closed due to accident.
34617,3,Between Marquette Rd/67th St/Exit 59B and 71st St/Exit 59C (West) - Accident.
34618,2,At River Rd/Exit 1 - Accident.
34619,3,At Cr-a17 - Accident.
34620,3,At US-45 - Accident.
34621,3,At W Ivanhoe Rd - Accident.
34622,3,At CR-23 - Accident.
34623,3,At I-94/Tri-State Tollway - Accident.
34624,3,At IL-83 - Accident.
34625,3,At E Westleigh Rd - Accident.
34626,3,At IL-38/Roosevelt Rd - Accident. in the left lane.
34627,3,At N Central Ave - Accident.
34628,3,At IL-83/Kingery Expy - Accident.
34629,3,At IN-912/Cline Ave/Exit 5 - Accident. Right lane blocked.
34630,4,Ramp closed to Exit 10 - Road closed due to accident.
34631,4,Ramp closed to I-80/I-94 - Road closed due to accident.
34632,4,Ramp closed to I-80/I-94 Eastbound - Road closed due to accident.
34633,3,At Kennedy Ave/Exit 3 - Accident.
34634,2,At US-41/Calumet Ave/Exit 1 - Accident.
34635,3,At 167th St/Exit 346 - Accident.
34636,2,At Sibley Blvd/147th St/Exit 350 - Accident.
34637,3,Between IL-43/Harlem Ave/Exit 21B and Des Plaines Ave/Exit 21A - Accident.
34638,2,At I-55/Stevenson Expy/Exit 53C - Accident.
34639,2,At Beacon St - Accident.
34640,2,At IL-50/Cicero Ave/Exit 286 - Accident.
34641,2,At 1st Ave/Exit 20 - Accident.
34642,2,Between Ohio St/Exit 50B and Lake St/Exit 51A - Accident.
34643,3,Between Higgins Quarters Dr and Valley Ln - Accident.
34644,3,At I-55/Stevenson Expy/Exit 53B - Accident.
34645,3,At 111th St/Monterey Ave/Exit 355 - Accident.
34646,2,At I-55/Stevenson Expy/Exit 53B - Accident.
34647,3,Between 137th St/Doty Ave/Exit 69 and IL-83/Sibley Blvd/Exit 71 - Accident.
34648,3,At 87th St/Exit 61B - Accident. Left lane blocked.
34649,3,Between 35th St/Exit 55A and Pershing Rd/Exit 55B - Accident. in the left lane.
34650,3,At CR-V69/Arlington Heights Rd - Accident.
34651,3,At Cr-v76 - Accident.
34652,3,At W Roosevelt Rd - Accident.
34653,3,At I-57/Exit 63 - Accident.
34654,3,At Bishop Ford Fwy - Accident.
34655,3,At I-94/Dan Ryan Expy W - Accident.
34656,3,At S Lafayette Ave - Accident.
34657,3,At Dr Martin L King Jr Dr - Accident.
34658,3,At Lake St/Exit 51A - Accident.
34659,3,At Washington Blvd/Exit 51C - Accident.
34660,3,At I-88/IL-56/Butterfield Rd - Accident.
34661,2,At US-52/IL-53/Chicago St/Exit 132 - Accident.
34662,3,At US-20/IL-47 (South) - Accident. Overturned vehicle.
34663,3,At Morgan St/Exit 29B - Accident. in the middle lane.
34664,3,At Cr-a38 - Accident.
34665,3,Ramp to I-88/E-W Tollway - Accident.
34666,3,At Kimball Ave/Exit 45B - Accident.
34667,3,At Army Trail Toll Plaza - Accident.
34668,3,Ramp to I-294/Tri-State Tollway - Accident. Left lane blocked.
34669,3,Ramp to I-88/Ronald Regan Meml Tollway WB - Accident. Left lane blocked.
34670,3,At Rand Rd - Accident.
34671,3,At IL-43/Harlem Ave/Exit 148 - Overturned vehicle.
34672,3,At IL-173 - Accident.
34673,3,At IL-171/Cumberland Ave/Exit 79 - Accident.
34674,3,At Lawrence Ave/Exit 84 - Accident.
34675,3,At US-41/Skokie Hwy - Accident.
34676,3,At Division St/Exit 49A - Accident.
34677,3,At 22nd St/Camden Ct - Accident.
34678,3,At CR-15/S Cass Ave - Accident.
34679,3,At US-20/Lake St/North Ave/Exit 13 - Accident.
34680,3,At Diversey Ave/Exit 46B - Accident.
34681,3,At US-34/Ogden Ave - Accident.
34682,3,At Burr Oak Ave/127th St/Exit 353 - Accident.
34683,3,At 18th St/Exit 52C - Accident.
34684,4,Closed between Kostner Ave/Exit 25 and IL-50/Cicero Ave/Exit 24B - Road closed due to accident.
34685,2,Between Stony Island Ave/Exit 65 and I-57/Exit 63 - Accident.
34686,2,Between 35th St/Exit 55A and 31st St/Exit 54 - Accident.
34687,2,At 82nd/83rd St Toll Plaza - Accident.
34688,4,Closed at Greenwood Rd - Road closed due to accident.
34689,4,Closed at Pfingsten Rd - Road closed due to accident.
34690,2,At Stony Island Ave/Exit 65 - Accident.
34691,2,At IL-64/North Ave/Exit 48B - Accident.
34692,2,At 1st Ave/Exit 20 - Accident.
34693,2,At IL-50/Cicero Ave/Exit 286 - Accident.
34694,2,At St Charles Rd/Exit 14 - Accident.
34695,2,At Cr-v45 - Accident.
34696,2,Between IL-50/Cicero Ave/Exit 24B and Laramie Ave/Exit 24A - Accident. Right lane blocked.
34697,2,At CR-33/75th St - Accident.
34698,3,At Touhy Ave/Exit 39 - Accident.
34699,2,At I-55/Joliet Rd N - Accident.
34700,3,At CR-26/CR-V76/N Gilmer Rd - Accident.
34701,3,Between Oakley BLV/Western Ave/Exit 27C and Damen Ave/Exit 28A - Accident. Left lane blocked.
34702,3,Between Roosevelt Rd and Exit 51H - Accident.
34703,3,At W 47th St - Accident.
34704,3,At IL-53-ext - Accident.
34705,3,At Cr-v67 - Accident.
34706,3,At Munger Rd - Accident.
34707,3,At IL-120 - Accident.
34708,3,At E Westleigh Rd - Accident.
34709,2,At I-88 - Accident.
34710,2,At IL-56/Butterfield Rd - Accident.
34711,3,At CR-ML/122nd St - Accident.
34712,4,Closed between WI-50/Exit 21 and WI-67/Exit 25 - Road closed due to accident.
34713,3,At 75th St - Accident. Roadway reduced to 1 lane.
34714,4,Closed at I-90/Kennedy Expy - Road closed due to accident.
34715,4,Closed between IL-59 and IL-25 - Road closed due to accident.
34716,2,At IL-19/Irving Park Rd - Accident.
34717,2,At 1st Ave/Exit 20 - Accident.
34718,2,At Willow Rd - Accident.
34719,3,Between IL-53/Exit 267 and I-355/Exit 269 - Accident.
34720,2,At Bryn Mawr Ave/Nagle Ave/Exit 82 - Accident.
34721,2,At IL-72/W Higgins Rd - Accident.
34722,4,Closed at Walnut Ave/Ryerson Ave - Road closed due to accident.
34723,2,At Willow Rd/Exit 33 - Accident.
34724,2,At I-290/Eisenhower Expy - Accident. Lane blocked.
34725,3,At I-88/IL-56/Butterfield Rd - Accident.
34726,3,At E Lake Cook Rd - Accident.
34727,3,At Cr-a20 - Accident.
34728,3,At CR-100/CR-A50/Lake Cook Rd - Accident.
34729,3,At CR-100/CR-A50/Lake Cook Rd - Accident.
34730,3,At Cr-a20 - Accident.
34731,3,At 105th St - Accident.
34732,3,At Garfield Blvd/Exit 57B - Accident.
34733,3,At 87th St/Exit 61B - Accident. Right lane blocked.
34734,4,Closed at 103rd St - Road closed due to accident.
34735,3,Ramp to I-290/Eisenhower Expy - Accident.
34736,3,Ramp to I-294/IL-38/Roosevelt Rd - Accident.
34737,3,Ramp to I-290/Eisenhower Expy Westbound - Accident.
34738,3,Ramp to I-290 Westbound and I-294 NB - Accident.
34739,2,At I-80/I-94/US-6/Exit 259 - Accident.
34740,3,At I-65/Exit 11 - Accident.
34741,2,At N 250 W - Accident.
34742,3,At Chicago Ave - Accident.
34743,3,At 47th St/Exit 56B - Accident.
34744,2,At 59th St/Exit 58A - Accident.
34745,3,At Foster Ave/Exit 83A - Accident.
34746,2,Between I-94/Lake-Cook Rd and Willow Rd - Accident. Left lane blocked.
34747,3,At CR-W15/Hunt Club Rd - Accident.
34748,3,Ramp to I-294/IL-38/Roosevelt Rd - Accident. Right lane blocked.
34749,3,At Garfield Blvd/Exit 57B - Accident.
34750,3,At I-355/Vets Meml Tollway/Exit 140 - Accident.
34751,4,Closed at Marriott Dr - Road closed due to accident.
34752,3,At I-90/N-W Tollway/Kennedy Expy - Accident. in the right lane.
34753,3,At Winfield Rd - Accident.
34754,3,At CR-3 - Accident.
34755,3,At N York Rd - Accident.
34756,3,At CR-23/Naperville Rd - Accident.
34757,3,At IL-171/Cumberland Ave/Exit 79 - Accident. Right lane blocked.
34758,2,Between US-41/Calumet Ave/Exit 1 and I-94/Torrence Ave/Exit 161 - Accident.
34759,2,Between US-41/Indianapolis Blvd/Exit 2 and I-94/Torrence Ave/Exit 161 - Accident.
34760,2,At US-41/Calumet Ave/Exit 1 - Accident.
34761,2,At IL-43/Harlem Ave/Exit 21B - Accident.
34762,3,At Deerfield Rd - Accident.
34763,3,At California Ave/Exit 289 - Accident.
34764,2,At Sibley Blvd/147th St/Exit 350 - Accident.
34765,2,At CR-KR/County Line Rd/Exit 337 - Accident.
34766,3,At 63rd St/Exit 58B - Accident.
34767,3,At Kimberly Ave - Accident.
34768,3,At IL-134/W Big Hollow Rd - Accident.
34769,3,At CR-V69/Arlington Heights Rd - Accident.
34770,3,At I-53 - Accident.
34771,3,At IL-1/Halsted St - Accident. in the left lane.
34772,3,At Edens Spur Toll Plaza - Accident.
34773,3,At Foster Ave/Exit 83A - Accident.
34774,3,At IL-131/N Green Bay Rd - Accident.
34775,3,At Washington Blvd/Exit 51C - Accident.
34776,2,At I-80/I-294 - Accident.
34777,3,At N Echo Lake Rd - Accident.
34778,3,At 115th St/Exit 66B - Accident.
34779,2,At 31st St/Exit 54 - Accident.
34780,3,At CR-11/Naperville Rd/W Normantown Rd - Accident.
34781,2,At IL-1/Halsted St/Exit 357 - Accident.
34782,2,At 35th St/Exit 55A - Accident.
34783,2,At Montrose Ave/Exit 43C - Accident. Right lane blocked.
34784,3,At CR-V69/Arlington Heights Rd - Accident.
34785,3,At IL-83/Kingery Rd/Exit 274 - Accident. in the middle lane.
34786,3,At IL-137/Buckley Rd - Accident.
34787,3,At I-90/I-94/N Avondale Ave - Accident.
34788,2,At Montgomery Rd - Accident.
34789,2,At Montgomery Rd - Accident.
34790,3,At W Grand Ave - Accident.
34791,3,At 87th St/Exit 61B - Overturned vehicle.
34792,3,At Racine Ave/Exit 29A - Accident.
34793,3,Between Roosevelt Rd and Exit 51H - Accident.
34794,3,At Cermak Rd/22nd St - Accident. in the right lane.
34795,2,At IL-137/CR-20/Buckley Rd - Accident.
34796,3,At I-290/IL-53 - Accident.
34797,3,At 115th St/Exit 66B - Accident.
34798,3,Between I-90/I-94 Eastern Split and 63rd St/Exit 58B - Accident. unconfirmed report.
34799,3,At I-90 - Accident. unconfirmed report.
34800,2,Between Ohio St/Exit 50B and Ogden Ave/Exit 50A - Accident.
34801,3,At US-6/159th St/Exit 73 - Accident.
34802,2,At 119th St/Exit 354 - Accident.
34803,3,At 82nd/83rd St Toll Plaza - Accident.
34804,2,At Winfield Rd - Accident.
34805,3,At Keeler Ave/Exit 44A - Accident.
34806,2,At IL-43/Harlem Ave/Exit 21B - Accident.
34807,2,At US-20/Lake St/North Ave/Exit 13 - Accident.
34808,4,Closed between US-20/Lake St/York Rd/Exit 12 and US-20/Lake St/North Ave/Exit 13 - Road closed due to accident.
34809,2,At CR-G/Exit 327 - Accident. Lane blocked.
34810,3,At Le Moyne St - Overturned vehicle.
34811,3,At 128th St/Russell Rd - Accident.
34812,3,At W Adams St - Accident.
34813,3,At W 127th St - Accident.
34814,3,Between IL-171/Archer Ave and US-12/US-20/95th St - Accident. Left lane blocked.
34815,3,At Boughton Rd - Accident. in the left lane.
34816,3,At US-12/US-20/95th St - Accident. Left lane blocked.
34817,3,At Canalport Ave/Cermak Rd/Exit 53 - Accident. Right lane blocked.
34818,3,Between 130th St/Exit 68 and 137th St/Doty Ave/Exit 69 - Accident.
34819,3,At IL-50/Cicero Ave - Accident.
34820,3,At IL-83/W 147th St - Accident. in the right lane.
34821,4,Closed at Newport Ave - Road closed due to accident.
34822,4,Closed at Sacramento Ave - Road closed due to accident.
34823,4,Closed at California Ave - Road closed due to accident.
34824,3,Between Paulina St and Ashland Ave/Laflin St - Accident.
34825,3,Between Kennedy Ave/Exit 3 and IN-912/Cline Ave/Exit 5 - Accident.
34826,3,Between CR-C/Wilmot Rd/Exit 345 and WI-165/CR-Q/Exit 347 - Accident.
34827,3,Between 115th St/Exit 66B and 111th St/Exit 66 - Accident.
34828,2,At Illinois St/Grand Ave - Accident.
34829,2,At Lake Shore Dr - Accident.
34830,4,Closed between IN-10/Exit 230 and IN-2/Exit 240 - Road closed due to accident.
34831,2,At IL-83/Sibley Blvd/Exit 71 - Accident.
34832,2,At 1st Ave/Exit 20 - Accident.
34833,2,At Lake Forest Oasis - Accident.
34834,3,At Racine Ave/Exit 29A - Accident.
34835,2,At Amhurst Pkwy - Accident.
34836,2,At I-55/Stevenson Expy/Exit 53B - Accident.
34837,2,At IL-43/Harlem Ave/Exit 21B - Accident.
34838,2,At Ogden Ave/Exit 50A - Accident.
34839,3,At State St - Accident.
34840,2,At Waukegan - Accident.
34841,2,At CR-41/CR-W19/N St Marys Rd - Accident.
34842,2,At IL-53 - Accident.
34843,4,Closed at IL-21/N Milwaukee Ave - Road closed due to accident.
34844,4,Closed at IL-53/Broadway St/Renwick Rd - Road closed due to accident.
34845,4,Closed at State St - Road closed due to accident.
34846,3,At Skokie Hwy - Accident.
34847,4,Closed at High Rd - Road closed due to accident.
34848,3,At Addison St/Exit 45A - Accident.
34849,3,At IL-64/North Ave - Accident.
34850,3,At IL-173 - Accident.
34851,3,At US-45 - Accident.
34852,3,At IL-50/Cicero Ave/Exit 24B - Accident.
34853,3,At 87th St/Exit 61B - Accident.
34854,3,At W 143rd St/Archer Ave - Accident.
34855,2,At Cermak Rd/22nd St - Accident.
34856,3,At Diversey Ave/Exit 46B - Accident.
34857,2,At 51st St/Exit 57A - Accident.
34858,2,At I-290/US-20/IL-64 - Accident.
34859,3,At 35th St - Accident.
34860,3,At N California Ave - Accident.
34861,3,At IL-59 - Accident.
34862,3,Between Dan Ryan Expy and 59th St/Exit 58A - Accident. 2 right lanes closed.
34863,3,At IL-173/Rosecrans Rd - Accident.
34864,3,At CR-21/Geneva Rd - Accident.
34865,3,At North Ave - Accident.
34866,3,At Elston Ave - Accident.
34867,4,Closed between US-41/Indianapolis Blvd/Exit 2 and I-94/Torrence Ave/Exit 161 - Road closed due to accident.
34868,2,At Fullerton Ave/Exit 47A - Accident.
34869,4,Ramp closed to I-290/Eisenhower Expy - Road closed due to accident.
34870,2,At Racine Ave/Exit 29A - Accident.
34871,2,At I-94/Torrence Ave/Exit 161 - Accident. Right lane blocked.
34872,3,At IL-43/Harlem Ave/Exit 21B - Accident. in the left lane.
34873,3,At Austin Ave/Exit 82C - Accident.
34874,4,Closed at 71st St - Road closed due to accident.
34875,3,At Central Ave/Exit 285 - Accident.
34876,3,At CR-17/CR-A9/W Wadsworth Rd - Accident.
34877,3,At IL-134 - Accident.
34878,3,Between Six Flags Dr and Tri-State Pkwy - Accident.
34879,4,Closed at 31st St/Exit 54 - Road closed due to accident.
34880,2,Between 111th St/Exit 66A and 115th St/Exit 66B - Accident.
34881,2,At US-12/US-20/95th St - Accident.
34882,2,At Townline Rd - Accident.
34883,2,At I-294/Exit 277A - Accident.
34884,2,Between Independence Blvd/Exit 26A and Kostner Ave/Exit 25 - Accident.
34885,2,At Division St/Exit 49A - Accident.
34886,2,At Diehl Rd/Bilter Rd - Accident.
34887,2,At 130th St/Exit 68 - Accident.
34888,2,At W Bryn Mawr Ave - Accident.
34889,2,At 79th St/60C - Accident.
34890,3,At CR-41/CR-W19/N St Marys Rd - Accident.
34891,3,At Milwaukee Ave/S Riverside Dr - Accident.
34892,3,At E Lake Cook Rd - Accident.
34893,3,At Buffalo Grove Rd - Accident.
34894,3,At CR-W15/Hunt Club Rd - Accident.
34895,3,At Diversey Ave/Exit 46B - Accident. in the middle lane.
34896,3,At US-45 - Accident.
34897,3,At CR-9/Lemont Rd - Accident.
34898,3,At CR-49/CR-V61/N Fairfield Rd - Accident.
34899,3,At IL-43 - Accident.
34900,3,At CR-K/Exit 329 - Accident.
34901,4,Closed between 600W/Willow Creek Rd/Exit 23 and I-94/IN-51/Exit 21 - Road closed due to accident.
34902,4,Closed between I-94/IN-51/Exit 21 and 600W/Willow Creek Rd/Exit 23 - Road closed due to accident.
34903,2,At IL-137/N Sheridan Rd - Accident.
34904,2,At CR-W34/N Lewis Ave - Accident.
34905,2,At CR-W34/N Lewis Ave - Accident.
34906,2,At IL-137/N Sheridan Rd - Accident.
34907,3,Between W Harrison St and Van Buren St - Accident.
34908,3,Between Van Buren St and W Harrison St - Accident.
34909,3,At I-57/Exit 63 - Accident.
34910,2,At I-57/Exit 151 - Accident.
34911,3,At US-20/Lake St/North Ave/Exit 13 - Accident.
34912,2,At Belmont Ave/Exit 45C - Accident.
34913,2,At Randolph St/Exit 51B - Accident.
34914,2,At Ohio St/Exit 50B - Accident.
34915,2,At 18th St/Exit 52C - Accident.
34916,3,At IL-43/Harlem Ave/Exit 21B - Accident.
34917,2,At Desplaines St - Accident. Right lane blocked.
34918,3,At IL-53/Exit 267 - Accident. in the left lane.
