severity,description
3,Between OHare Oasis and IL-19/Irving Park Rd - Accident.
4,At I-290/IL-53 - Accident.
2,At Grant St/Exit 9 - Accident.
2,At Euclid Ave - Accident.
2,At 111th St/Exit 66A - Accident.
2,At 47th St - Accident.
2,At California Park - Accident.
2,Ramp to I-290/Eisenhower Expy Westbound - Accident.
2,Ramp to I-290 Westbound and I-294 NB - Accident.
2,Ramp to I-290 Westbound and I-294 NB - Accident.
2,Ramp to I-294/IL-38/Roosevelt Rd - Accident.
2,Ramp to I-294/Tri-State Tollway NB - Accident.
2,At US-14/Peterson Ave/Exit 41B - Accident.
2,At IL-83/Kingery Hwy - Accident.
2,At Shermer Rd - Accident.
2,At I-290/Eisenhower Expy W - Accident.
2,At Victoria St - Accident.
2,At Dixie Hwy - Accident.
2,At 44th St - Accident.
2,At IL-7/W 159th St - Accident.
2,At Canalport Ave/Cermak Rd/Exit 53 - Accident.
4,Closed at Maple Ave - Road closed due to accident.
3,At Skokie Hwy - Accident.
3,At Hamlin Ave - Accident. in the left lane.
3,At Hamlin Ave - Accident. in the left lane.
3,At Lake St - Accident.
3,At I-55/Stevenson Expy/Exit 53B - Accident. in the left lane.
3,At US-12/US-20/US-45/Exit 17 - Accident. in the middle lane.
3,At Dixie Hwy - Accident. in the right lane.
3,At 18th St/Exit 52C - Accident. in the right lane.
3,At 75th St - Accident. in the right lane.
2,At IL-72/Higgins Rd/Exit 1 - Accident.
3,At Damen Ave/Exit 47B - Accident.
2,At IL-59 - Accident.
2,At Higgins Rd - Accident.
2,At I-90 - Accident.
2,At Pulaski Rd/Exit 287 - Accident.
2,At Central Ave/Exit 285 - Accident.
3,At Buffalo Grove Rd - Accident.
3,At Oakley BLV/Western Ave/Exit 27C - Accident.
3,At Darrell Rd - Accident.
3,At Riverwoods Rd - Accident.
3,At CR-23/Naperville Rd - Accident.
3,At I-57/Exit 63 - Accident.
3,At Hook Dr - Accident.
3,Between Austin Blvd/Exit 23A and IL-43/Harlem Ave/Exit 21B - Accident.
2,At IL-43/Harlem Ave/Exit 21B - Accident.
2,At I-294/Exit 277A - Accident.
2,At State St/Exit 293C - Accident.
2,At IL-43/Harlem Ave/Exit 148 - Accident.
3,At Lake St/Exit 51A - Accident.
2,At Army Trail Toll Plaza - Accident.
3,At US-20/Lake St/North Ave/Exit 13 - Accident.
3,At IL-53/Exit 267 - Accident.
4,Closed at Elmhurst Rd/W Oakton St - Road closed due to accident.
2,At Oakley BLV/Western Ave/Exit 27C - Accident.
2,At Villa Park - Accident.
2,At North Ave - Accident.
2,At Ardmore Ave - Accident.
2,At Ardmore Ave - Accident.
2,At Greenwood Ave - Accident.
2,At Greenwood Ave - Accident.
3,At Old Orchard Rd/Exit 35 - Accident. in the left lane.
4,Closed at Touhy Ave/Exit 39 - Road closed due to accident.
3,At Kimball Ave - Accident.
3,At Hawley St - Accident.
3,At Lake Forest Oasis - Accident. Right lane blocked.
3,At IL-58/Golf Rd - Accident. Right lane blocked.
3,At Center St - Accident.
3,At I-294/Exit 277A - Accident.
4,Closed at Clark Dr - Road closed due to accident.
4,Closed at Heavilin Rd - Road closed due to accident.
2,At Grant St/Exit 9 - Accident.
2,At IL-19/Irving Park Rd - Accident.
3,At Ohio St/Exit 50B - Accident.
3,Between 71st St/Exit 59C (East) and Marquette Rd/67th St/Exit 59B - Accident.
2,At IL-43/Harlem Ave/Exit 283 - Accident.
3,At 35th St/Exit 55A - Accident.
2,At US-12/US-20/95th St - Accident.
2,Between Martin L King Dr/Exit 293D and US-41/Lake Shore Dr - Accident.
3,At US-34/Ogden Ave - Accident.
2,At Garfield Blvd/Exit 57B - Accident.
2,At Roosevelt Rd - Accident.
2,At Racine Ave/Exit 29A - Accident.
2,At US-14/Dempster St - Accident.
2,At Cross St - Accident.
4,Closed at Damen Ave/Exit 290 - Road closed due to accident.
3,At IL-50/Cicero Ave - Fuel spillage accident.
3,At Barrington Rd - Accident.
3,At Riverwoods Rd - Accident.
3,Between IL-38/Roosevelt Rd and IL-64/North Ave - Accident. in the right lane.
3,At IL-171/Archer Ave/Main St - Multi-vehicle accident involving vehicle. Overturned vehicle.
3,At Willow Springs - Multi-vehicle accident involving vehicle. Overturned vehicle.
3,At IL-38/Roosevelt Rd - Accident. Left lane blocked.
3,At California Ave/Exit 27B - Accident.
3,Between 35th St/Exit 55A and 31st St/Exit 54 - Accident. unconfirmed report.
3,At US-12/US-20/95th St/Exit 62 - Accident. unconfirmed report.
3,At Damen Ave/Exit 290 - Accident.
3,At Damen Ave/Exit 290 - Accident. unconfirmed report.
2,At Balmoral Ave - Accident.
2,At Sibley Blvd/147th St/Exit 350 - Accident.
3,At W 127th St - Accident.
2,At US-12/US-20/95th St/Exit 62 - Accident.
2,At Wolf Rd/Exit 16 - Accident.
3,At IL-64/North Ave/Exit 48B - Accident.
2,At 31st St/Exit 54 - Accident.
2,At Independence Blvd/Exit 26A - Accident.
3,At Dixie Hwy - Accident.
2,Ramp to Ohio St/Exit 50B - Accident.
2,At Pulaski Rd/Exit 287 - Accident.
2,Between I-294/Tri-State Tollway and IL-1/Halsted St - Accident. Right lane blocked.
2,At I-80 - Accident. Right lane blocked.
2,At Independence Blvd/Exit 26A - Accident. Left lane blocked.
3,At IL-38/Roosevelt Rd - Accident. Left lane blocked.
2,At Touhy Ave - Accident. Right lane blocked.
2,At Ohare Oasis - Accident. Left lane blocked.
3,At 43rd St/Exit 56A - Accident. Right lane blocked.
4,Closed at Wolf Rd/Exit 16 - Road closed due to accident.
3,At IL-171/Exit 282 - Accident.
2,Ramp to I-290/IL-53 - Accident.
2,Ramp to I-290 EB/IL-53 and Algonquin Rd - Accident.
3,Between I-190/Exit 78 and IL-171/Cumberland Ave/Exit 79 - Accident.
3,At Montrose Ave - Accident.
3,At IL-19/Irving Park Rd - Accident.
3,At US-12/US-20/95th St - Accident.
4,Closed at US-45/IL-21/S Milwaukee Ave - Road closed due to accident.
4,Closed at US-45/IL-21/Milwaukee Ave - Road closed due to accident.
2,Ramp to US-12/US-20/US-45/Exit 17 - Accident.
2,Ramp to I-290/Eisenhower Expy Eastbound - Accident.
2,Ramp to California Ave/Exit 46A - Accident.
4,Closed between IL-68/E Dundee Rd and US-45/IL-21/Milwaukee Ave - Road closed due to accident.
4,Closed between US-45/IL-21/Milwaukee Ave and IL-68/E Dundee Rd - Road closed due to accident.
3,At I-55/Stevenson Expy (North) - Accident.
2,At Elmhurst Rd - Accident. Right lane blocked.
3,At 130th St/Exit 68 - Accident. Right lane blocked.
2,At IN-2/Exit 240 - Accident.
4,Closed between Cline Ave/Exit 10 and US-41/Calumet Ave/Exit 5 - Road closed due to accident.
2,At Cline Ave/Exit 10 - Accident.
2,At US-41/Calumet Ave/Exit 5 - Accident.
2,At Cline Ave/Exit 10 - Accident.
2,At Wabash Ave - Accident.
3,At Laramie Ave/Exit 24A - Accident.
2,At Skokie Blvd/Skokie Valley Rd - Accident.
2,Between US-12/US-20/95th St/Exit 62 and 87th St/Exit 61B - Accident.
3,At IL-59 - Accident.
4,Closed between Halsted St and Ashland Ave - Road closed due to accident.
4,Closed between Ashland Ave and Halsted St - Road closed due to accident.
2,At I-294/IL-38/Roosevelt Rd - Accident.
2,At CR-V69/Arlington Heights Rd - Accident.
2,At US-12/US-20/US-45/Exit 279 - Accident.
2,At IL-47/Exit 112 - Accident.
3,At IL-176/Rockland Rd - Accident.
2,At IL-21/Milwaukee Ave/N Riverside Dr - Accident.
3,At IL-58/Dempster St/Exit 37 - Accident.
3,At Armitage Ave/Exit 48A - Accident.
3,At Fullerton Pky - Accident.
3,At US-41/N Skokie Hwy - Accident.
3,At 10th St - Accident.
3,At Port Clinton Rd - Accident.
3,At Canal St - Accident.
3,At Ridgeland Ave - Accident. in the right lane.
3,At Monaville Rd - Accident.
3,At Hwy 22 - Accident.
3,At Chicago Skyway Toll Plaza - Overturned vehicle.
3,At I-294/Tri-State Tollway - Accident. Left lane blocked.
3,At 82nd/83rd St Toll Plaza - Accident. in the right lane.
4,Closed at Belmont Ave/Exit 45C - Road closed due to accident.
3,At Canalport Ave/Cermak Rd/Exit 53 - Accident.
2,At Roselle Rd - Accident.
3,At US-12/US-20/95th St/Exit 62 - Accident.
2,At US-12/US-20/95th St - Accident.
2,At CR-K/Exit 329 - Accident.
2,At IL-59 - Accident.
2,Between WI-100/Ryan Rd/Exit 322 and W Drexel Ave/Exit 321 - Accident.
4,Closed between I-294/Tri-State Tollway and I-294/IL-38/Roosevelt Rd - Road closed due to accident.
2,At IL-58/Dempster St/Exit 37 - Accident.
2,At US-12/US-20/95th St/Exit 62 - Accident.
3,At Riverwoods Rd - Accident.
4,Closed at CR-W15/Hunt Club Rd - Road closed due to accident.
3,At Green Bay Rd - Accident.
3,At IL-60/Townline Rd/W Kennedy Rd - Accident.
3,At 75th St - Accident.
3,At I-53 - Accident.
3,At Stony Island Ave/Exit 65 - Accident.
2,At IL-53/Exit 267 - Accident.
2,At Austin Blvd/Exit 23A - Accident.
2,At IL-50/Cicero Ave - Accident.
2,At Pulaski Rd/Exit 44B - Accident.
2,At California Ave/Exit 46A - Accident.
3,At IL-72/W Higgins Rd - Accident.
2,At I-88/IL-56/Butterfield Rd - Accident.
2,At Racine Ave/Exit 29A - Accident.
2,At 130th St/Exit 68 - Accident.
3,At Riis Park - Fuel spillage accident.
3,At Fairfield Rd - Accident.
3,At Archer Ave - Accident.
3,At 76th St - Accident.
3,Between Roosevelt Rd and Ruble St/Exit 52B - Accident.
3,Ramp to Dan Ryan Expy - Overturned vehicle. unconfirmed report.
3,Ramp to I-57 Southbound and S Lafayette Ave - Overturned vehicle. unconfirmed report.
3,At I-57/Exit 63 - Overturned vehicle. unconfirmed report.
3,At 111th St/Exit 66A - Accident.
3,Ramp to I-57/Exit 63 - Overturned vehicle.
3,At Krueger Rd - Accident.
3,At Ashbrook Ct - Accident.
3,At Pershing Rd/Exit 55B - Accident.
3,At E 18th Dr - Accident.
3,At Madison St/Exit 51D - Accident. in the middle lane.
2,At IL-50/Cicero Ave/Exit 24B - Accident.
3,At Arlington Heights Rd - Accident.
2,At I-55/Stevenson Expy/Exit 53C - Accident.
2,At 1st Ave/Exit 20 - Accident.
2,At IL-176/Rockland Rd - Accident.
2,At Stony Island Ext - Accident.
2,Between Kostner Ave/Exit 25 and IL-50/Cicero Ave/Exit 24B - Accident.
4,Closed at US-30/Lincoln Hwy - Road closed due to accident.
4,Closed between US-30/Lincoln Hwy and Glenwood Dyer Rd - Road closed due to accident.
3,At Echo Lake Rd - Accident.
3,At Lake Shore Dr - Accident.
3,At I-290/US-20/IL-64 - Accident. in the left lane.
3,At IL-58/Golf Rd - Accident. in the left lane.
3,At Glenwood Dyer Rd - Accident.
4,Closed at US-30/Lincoln Hwy - Road closed due to accident.
3,At Russell Rd - Accident.
3,At Hunt Club Rd - Accident.
3,At Fullerton Ave/Exit 47A - Accident.
3,Between Dan Ryan Expy and 51st St/Exit 57A - Accident.
3,At I-55/Stevenson Expy (South) - Accident.
3,At Lawrence Ave/Exit 84 - Accident.
3,At 60th St - Accident.
3,At 58th St - Accident.
2,At Addison St/Exit 45A - Accident.
2,At Cass Ave/Exit 273 - Accident.
4,Closed between Old Orchard Rd/Exit 35 and IL-58/Dempster St/Exit 37 - Road closed due to accident.
2,At Stony Island Ave/Exit 65 - Accident.
2,At Dolton Ave/Exit 70 - Accident.
3,At Pershing Rd/Exit 55B - Accident.
2,At Stony Island Ave/Exit 65 - Accident.
4,Closed between Wilmington Rd/Exit 327 and Monee Manhattan Rd/Exit 335 - Road closed due to accident.
2,At Glenwood Dyer Rd - Accident.
2,At IL-171/Archer Ave - Accident. Left lane blocked.
3,At Cass Ave/Exit 273 - Overturned vehicle.
3,At IL-1/Halsted St - Accident.
3,At CR-57/CR-W11/S Butterfield Rd - Accident.
3,At US-45/IL-21/Milwaukee Ave - Accident.
3,At CR-32/CR-V77/N Old McHenry Rd - Accident.
3,At I-290/Eisenhower Expy - Accident.
3,At Marquette Rd/67th St/Exit 59B - Accident. in the middle lane.
3,At CR-32/CR-V77/N Old McHenry Rd - Accident.
3,At CR-29/CR-W15/N Hunt Club Rd - Accident.
3,At Cuba Rd - Accident.
3,At Austin Blvd/Exit 23A - Accident.
3,At IL-64/North Ave - Accident.
2,At I-94/Lake-Cook Rd - Accident. Left lane blocked.
2,At Laramie Ave/Exit 24A - Accident.
3,At I-94/Lake-Cook Rd - Accident.
4,Closed between 119th St/Exit 354 and IL-1/Halsted St/Exit 357 - Road closed due to accident. Roadwork.
2,At IL-38/Roosevelt Rd - Accident.
2,At IL-19/Irving Park Rd - Accident.
2,At IL-64/North Ave - Accident.
4,Closed between I-94 and 71st St/Exit 59C (East) - Road closed due to accident.
4,Closed at IL-83/Exit 10 - Road closed due to accident. Overturned heavy truck.
3,Between I-88/IL-56/Butterfield Rd and IL-38/Roosevelt Rd - Accident.
3,Between Barrington Rd and IL-59 - Accident.
4,Closed between Homan Ave/Exit 26B and Independence Blvd/Exit 26 - Road closed due to accident.
3,Between IL-64/North Ave and IL-38/Roosevelt Rd - Accident. Right lane blocked.
2,At IL-31/IL-56 - Accident.
2,At IL-176/Rockland Rd - Accident. Right lane blocked.
4,Closed at Crandon Ave - Road closed due to accident.
4,Closed at Doty Ave - Road closed due to accident.
4,Ramp closed to US-41/Lake Shore Dr - Road closed due to accident.
4,Ramp closed to I-294/Tri-State Toll/Exit 155 - Road closed due to accident.
3,Between Stearns Rd/McDonald Rd and CR-17/Bowes Rd - Accident. Lane blocked.
3,Between CR-17/Bowes Rd and Stearns Rd/McDonald Rd - Accident. Lane blocked.
4,Closed at Spartan Green Dr - Road closed due to accident. emergency vehicles at scene.
2,Ramp to Ohio St/Exit 50B - Accident.
2,Between Ogden Ave/Exit 50A and Ohio St/Exit 50B - Accident.
3,At Edens Spur Toll Plaza - Accident.
2,At Homan Ave/Exit 26B - Accident.
3,At Sacramento Blvd/Exit 27A - Accident.
2,At Dolton Ave/Exit 70 - Accident. Two lanes blocked.
3,At Greenleaf St - Accident.
3,At Dolton Ave/Exit 70 - Accident. Left lane blocked.
3,At Central Ave - Accident.
3,At Butterfield Rd - Accident.
3,At Shaffner Rd - Accident.
3,At Kennedy Rd - Accident.
3,At Ela Rd - Accident.
3,At I-55/Stevenson Expy/Exit 53B - Accident.
3,At IL-1/Halsted St - Accident.
3,At St Charles Rd/Exit 14 - Accident. Left lane blocked.
3,At California Ave/Exit 289 - Accident.
3,At Waukegan Toll Plaza - Accident. in the left lane.
3,At Ridge Rd/Exit 122 - Accident.
2,At 17th Ave/Exit 19A - Accident.
2,At Willow Rd/Exit 33 - Accident.
2,At I-55/Exit 126 - Accident.
3,Between Stony Island Ave/Exit 65 and Stony Island Ext - Accident.
2,At I-290/US-20/IL-64 - Accident. Left lane blocked.
2,Between Addison St/Exit 45A and Keeler Ave/Exit 44A - Accident. Left lane blocked.
3,Between Ohio St/Exit 50B and Lake St/Exit 51A - Accident. Right lane blocked.
3,At Washington St - Accident.
3,At Mathon Dr - Accident.
3,At Ml King Jr Dr - Accident.
3,At CR-53/CR-W32/Kenosha Rd - Accident.
3,At CR-65/W Yorkhouse Rd/York House Rd - Accident.
3,At Butterfield Rd - Accident.
3,At Main St - Accident.
3,At US-41/Skokie Hwy - Accident.
3,At CR-38/CR-W20/S Oplaine Rd - Accident.
3,At Damen Ave - Accident.
3,At CR-5/CR-V62/N Quentin Rd - Accident.
3,At Alleghany Rd - Accident.
3,At Rollins Rd - Accident.
3,At Cuba Rd - Accident.
3,At US-30-BR/Webster St/Aucutt Rd - Accident. Overturned vehicle.
3,At Lake St - Accident.
3,At US-12/US-20/95th St - Accident. in the left lane.
3,At Oakley BLV/Western Ave/Exit 27C - Accident.
4,Ramp closed to I-290/Eisenhower Expy Westbound - Road closed due to accident.
4,Ramp closed to I-90/I-94 - Road closed due to accident.
4,Ramp closed to I-290 - Road closed due to accident.
2,At Stony Island Ave/Exit 65 - Accident.
2,At Ashland BLV/Paulina St/Exit 28B - Accident.
2,Between Morgan St/Exit 29B and Ashland Blvd/Paulina St/Exit 28B - Accident.
2,Between Racine Ave/Exit 29A and Ashland BLV/Paulina St/Exit 28B - Accident.
4,Closed at Crete - Road closed due to accident.
2,At I-290 - Accident.
2,At Deerpath Rd - Accident.
2,At Skokie Hwy - Accident.
3,At Homan Ave/Exit 26B - Accident.
3,Between US-12/US-20/95th St and IL-50/Cicero Ave - Accident.
3,Ramp to I-290 - Accident.
3,Ramp to Exit 51H/Exit 51I - Accident.
3,Ramp to I-290/Eisenhower Expy Westbound - Accident.
3,At W Logan Blvd - Accident.
2,At US-12/US-20/95th St - Accident.
3,At I-88/IL-56/Butterfield Rd - Accident. Right lane blocked.
3,At Pershing Rd - Accident.
3,At Delany Rd - Accident.
3,At Long Grove Rd - Accident.
3,At Independence Blvd/Exit 26A - Accident.
3,At Weiland Rd - Accident.
3,At IL-1/Halsted St - Accident.
3,Between Wolf Rd/Exit 16 and US-12/US-20/US-45/Exit 17 - Accident.
3,At California Ave - Accident.
3,At IL-58/Dempster St/Exit 37 - Accident.
3,At Maypole Ave - Accident.
3,At IL-1/Halsted St/Exit 357 - Accident.
3,Ramp to IL-394 Southbound - Accident.
2,At I-80/I-94/I-294/Exit 74 - Accident. Left lane blocked.
3,Between I-94/Kingery Expy and I-94 - Accident.
2,Ramp to Bishop Ford Fwy - Accident. Left lane blocked.
2,Ramp to I-80/I-94 and US-6 Eastbound and IL-83/Torrence Ave - Accident. Left lane blocked.
3,Between I-88/I-294/Exit 15A and US-12/US-20/US-45/Exit 17 - Accident.
2,At US-231/Exit 247 - Accident.
3,At IL-1/Halsted St/Exit 357 - Accident.
4,Closed at I-80/Exit 345 - Road closed due to accident.
3,Ramp to I-80/Exit 345 - Accident.
3,Between I-57/Exit 151 and Kedzie Ave/Exit 154 - Accident.
3,Ramp to I-80 - Accident.
3,At I-57/Exit 151 - Accident.
4,Ramp closed to I-57 Northbound - Road closed due to accident.
4,Closed at US-231/Exit 247 - Road closed due to accident.
4,Closed at State St - Road closed due to accident.
4,Closed between I-94 and 63rd St/Exit 58B - Road closed due to accident.
4,Ramp closed to I-90/I-94/Dan Ryan Exp Ln WB - Road closed due to accident.
4,Closed between St Lawrence Ave and I-94 - Road closed due to accident.
4,Closed between I-90/I-94 Eastern Split and 63rd St/Exit 58B - Road closed due to accident.
2,At 111th St/Exit 66A - Accident.
2,At 115th St/Exit 66B - Accident.
3,At IL-64/La Salle Dr - Accident.
2,At 130th St/Exit 68 - Accident.
2,At 1st Ave/Exit 20 - Accident.
2,At I-294/IL-38/Roosevelt Rd - Accident.
2,At I-57/Exit 63 - Accident.
4,Ramp closed to Exit 51G - Road closed due to accident.
2,At 17th Ave/Exit 19A - Accident.
2,At Ashland BLV/Paulina St/Exit 28B - Accident.
2,At Niles - Accident.
2,At I-94/I-294/Edens Expy Spur - Accident.
4,Closed at Townhouse Rd - Road closed due to accident.
4,Closed at Roods Rd - Road closed due to accident.
3,At Armitage Ave/Exit 48A - Accident.
2,At Mallard Ridge Dr - Accident.
2,At Deerpath Rd - Accident.
2,At Willow Rd - Accident.
2,At Roberts Rd - Accident.
2,At Roberts Rd - Accident.
2,At Libertyville - Accident.
2,At Barclay Blvd - Accident.
2,At 22nd St - Accident.
2,At Barclay Blvd - Accident.
2,At 22nd St - Accident.
3,At US-20/Lake St/York Rd/Exit 12 - Accident.
3,At I-80 - Accident.
3,At 63rd St/Exit 58B - Accident.
3,At 47th St/Exit 56B - Accident.
3,At IL-171/Cumberland Ave/Exit 79 - Accident.
2,At E Wonder Lake Rd/N Ridge Rd - Accident.
2,At E Wonder Lake Rd/N Ridge Rd - Accident.
2,At Grant St/Exit 9 - Accident.
3,Ramp to IN-912/Cline Ave/Exit 5 - Accident.
3,At 51st St/Exit 57A - Accident.
2,At 51st St/Exit 57A - Accident.
2,At 63rd St - Accident.
2,At Army Trail Toll Plaza - Accident.
2,At IL-171/Cumberland Ave/Exit 79 - Accident.
2,At County Line Rd/Exit 276 - Accident.
2,Between Lake St/Exit 51A and Milwaukee Ave/Exit 49B - Accident.
3,At Cass Ave/Exit 273 - Accident. in the left lane.
3,At Kelsey Rd - Accident.
3,At 59th St/Exit 58A - Accident. in the middle lane.
3,At Bartlett Rd - Accident.
3,At 16th St - Accident.
3,At IL-21/N Milwaukee Ave - Accident.
3,At Butterfield Rd - Accident.
3,At I-94/Tri-State Tollway - Accident.
3,At Beith Rd - Accident.
3,At IL-43/IL-120 - Accident.
3,At IL-60/IL-83 - Accident.
3,At I-57/Exit 63 - Accident.
3,At Fullerton Ave - Accident.
3,At Washington St - Accident.
3,At Cuba Rd - Overturned vehicle.
2,At IL-132/Grand Ave - Accident.
2,At IL-132/Grand Ave - Accident.
2,At IL-58/Dempster St/Exit 37 - Accident.
2,At Lake St/Exit 51A - Accident.
2,At Balmoral Ave - Accident.
2,At WI-20/Exit 333 - Accident.
2,At I-90/I-94 Eastern Split - Accident.
2,At I-57/Exit 63 - Accident.
3,Between Stony Island Ave/Exit 65 and Stony Island Ext - Accident.
2,At Diversey Ave/Exit 46B - Accident.
2,At 47th St/Exit 56B - Accident.
2,At I-88/IL-56/Butterfield Rd - Accident.
4,Closed at 63rd St/Exit 58B - Road closed due to accident.
3,At Winchester Rd - Accident.
3,At Winchester Rd - Accident.
3,At IL-22/Half Day Rd - Accident.
3,At CR-27/CR-W34/N Lewis Ave - Accident.
3,At Westmoreland Dr - Accident.
3,At Des Plaines Ave/Exit 21A - Accident.
